Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,9,Sat,2015-09-19,15:30,Nieciecza,1–1,Pogoń Szczecin,2702,Stadion MOSiR,Paweł Gil,Match Report,
Regular Season,9,Sat,2015-09-19,18:00,Podbeskidzie,0–6,Wisła Kraków,6517,Stadion Miejski BKS Stal,Paweł Raczkowski,Match Report,
Regular Season,9,Sat,2015-09-19,20:30,Piast Gliwice,2–1,Lechia Gdańsk,5877,Stadion Miejski,Bartosz Frankowski,Match Report,
Regular Season,9,Sun,2015-09-20,15:30,Ruch Chorzów,1–4,Legia Warsaw,9300,Stadion Miejski ul. Cicha,Mariusz Złotek,Match Report,
Regular Season,9,Sun,2015-09-20,18:00,Jagiellonia,1–0,Lech Poznań,19177,Stadion Miejski,Tomasz Musiał,Match Report,
Regular Season,9,Mon,2015-09-21,18:00,Korona Kielce,0–2,Górnik Łęczna,5716,Kolporter Arena,Szymon Marciniak,Match Report,
,,,,,,,,,,,,
Regular Season,10,Fri,2015-09-25,18:00,Wisła Kraków,0–0,Korona Kielce,10357,Stadion Miejski im. Henryka Reymana,Daniel Stefański,Match Report,
Regular Season,10,Fri,2015-09-25,20:30,Śląsk Wrocław,1–2,Piast Gliwice,11444,Stadion Miejski,Szymon Marciniak,Match Report,
Regular Season,10,Sat,2015-09-26,15:30,Górnik Łęczna,1–2,Podbeskidzie,3194,Stadion Górnik,Tomasz Musiał,Match Report,
Regular Season,10,Sat,2015-09-26,18:00,Cracovia,2–1,Ruch Chorzów,6235,Stadion Cracovii,Paweł Gil,Match Report,
Regular Season,10,Sat,2015-09-26,20:30,Lech Poznań,1–1,Górnik Zabrze,15467,INEA stadion,Paweł Raczkowski,Match Report,
Regular Season,10,Sun,2015-09-27,15:30,Lechia Gdańsk,3–1,Zagłębie Lubin,10796,Stadion Energa Gdańsk,Mariusz Złotek,Match Report,
Regular Season,10,Sun,2015-09-27,18:00,Legia Warsaw,1–1,Nieciecza,14153,Stadion Miejski Legii Warszawa im. Marsz...,Krzysztof Jakubik,Match Report,
Regular Season,10,Mon,2015-09-28,18:00,Pogoń Szczecin,2–1,Jagiellonia,7582,Stadion Miejski im. Floriana Krygiera,Tomasz Kwiatkowski,Match Report,
,,,,,,,,,,,,
Regular Season,11,Fri,2015-10-02,18:00,Ruch Chorzów,0–2,Pogoń Szczecin,6377,Stadion Miejski ul. Cicha,Sebastian Krasny,Match Report,
Regular Season,11,Fri,2015-10-02,20:30,Jagiellonia,0–3,Lechia Gdańsk,11195,Stadion Miejski,Szymon Marciniak,Match Report,
Regular Season,11,Sat,2015-10-03,15:30,Nieciecza,1–1,Górnik Łęczna,1818,Stadion MOSiR,Mariusz Złotek,Match Report,
Regular Season,11,Sat,2015-10-03,18:00,Korona Kielce,0–0,Podbeskidzie,5404,Kolporter Arena,Krzysztof Jakubik,Match Report,
Regular Season,11,Sat,2015-10-03,20:30,Piast Gliwice,1–0,Wisła Kraków,8909,Stadion Miejski,Jarosław Przybył,Match Report,
Regular Season,11,Sun,2015-10-04,15:30,Górnik Zabrze,2–2,Legia Warsaw,8570,Stadion im. Ernesta Pohla,Tomasz Musiał,Match Report,
Regular Season,11,Sun,2015-10-04,15:30,Zagłębie Lubin,1–1,Śląsk Wrocław,10482,Stadion Zagłębia Lubin,Bartosz Frankowski,Match Report,
Regular Season,11,Sun,2015-10-04,18:00,Cracovia,5–2,Lech Poznań,10324,Stadion Cracovii,Daniel Stefański,Match Report,
,,,,,,,,,,,,
Regular Season,12,Fri,2015-10-16,18:00,Lechia Gdańsk,1–1,Górnik Zabrze,10987,Stadion Energa Gdańsk,Daniel Stefański,Match Report,
Regular Season,12,Fri,2015-10-16,20:30,Śląsk Wrocław,0–1,Korona Kielce,5580,Stadion Miejski,Paweł Gil,Match Report,
Regular Season,12,Sat,2015-10-17,15:30,Podbeskidzie,2–2,Piast Gliwice,4598,Stadion Miejski BKS Stal,Paweł Raczkowski,Match Report,
Regular Season,12,Sat,2015-10-17,18:00,Lech Poznań,2–2,Ruch Chorzów,15783,INEA stadion,Tomasz Musiał,Match Report,
Regular Season,12,Sat,2015-10-17,18:00,Górnik Łęczna,3–2,Jagiellonia,3816,Stadion Górnik,Krzysztof Jakubik,Match Report,
Regular Season,12,Sun,2015-10-18,15:30,Wisła Kraków,0–0,Nieciecza,10494,Stadion Miejski im. Henryka Reymana,Marcin Borski,Match Report,
Regular Season,12,Sun,2015-10-18,18:00,Legia Warsaw,3–1,Cracovia,17336,Stadion Miejski Legii Warszawa im. Marsz...,Mariusz Złotek,Match Report,
Regular Season,12,Mon,2015-10-19,18:00,Pogoń Szczecin,0–0,Zagłębie Lubin,6214,Stadion Miejski im. Floriana Krygiera,Jarosław Przybył,Match Report,
,,,,,,,,,,,,
Regular Season,13,Fri,2015-10-23,18:00,Ruch Chorzów,1–0,Śląsk Wrocław,6267,Stadion Miejski ul. Cicha,Szymon Marciniak,Match Report,
Regular Season,13,Fri,2015-10-23,20:30,Jagiellonia,1–4,Wisła Kraków,10120,Stadion Miejski,Mariusz Złotek,Match Report,
Regular Season,13,Sat,2015-10-24,15:30,Cracovia,4–1,Pogoń Szczecin,8133,Stadion Cracovii,Piotr Lasyk,Match Report,
Regular Season,13,Sat,2015-10-24,18:00,Zagłębie Lubin,0–0,Górnik Łęczna,4175,Stadion Zagłębia Lubin,Jarosław Przybył,Match Report,
Regular Season,13,Sat,2015-10-24,18:00,Piast Gliwice,0–1,Korona Kielce,5950,Stadion Miejski,Krzysztof Jakubik,Match Report,
Regular Season,13,Sun,2015-10-25,15:30,Nieciecza,0–1,Lechia Gdańsk,2695,Stadion MOSiR,Tomasz Kwiatkowski,Match Report,
Regular Season,13,Sun,2015-10-25,18:00,Legia Warsaw,0–1,Lech Poznań,26821,Stadion Miejski Legii Warszawa im. Marsz...,Bartosz Frankowski,Match Report,
Regular Season,13,Mon,2015-10-26,18:00,Górnik Zabrze,0–2,Podbeskidzie,6321,Stadion im. Ernesta Pohla,Daniel Stefański,Match Report,
,,,,,,,,,,,,
Regular Season,14,Fri,2015-10-30,18:00,Pogoń Szczecin,1–1,Górnik Zabrze,5126,Stadion Miejski im. Floriana Krygiera,Szymon Marciniak,Match Report,
Regular Season,14,Fri,2015-10-30,20:30,Wisła Kraków,0–0,Ruch Chorzów,13850,Stadion Miejski im. Henryka Reymana,Tomasz Kwiatkowski,Match Report,
Regular Season,14,Fri,2015-10-30,20:30,Górnik Łęczna,1–0,Cracovia,4009,Stadion Górnik,Paweł Raczkowski,Match Report,
Regular Season,14,Sat,2015-10-31,15:30,Piast Gliwice,2–0,Zagłębie Lubin,5211,Stadion Miejski,Daniel Stefański,Match Report,
Regular Season,14,Sat,2015-10-31,18:00,Lechia Gdańsk,1–3,Legia Warsaw,19285,Stadion Energa Gdańsk,Jarosław Przybył,Match Report,
Regular Season,14,Sat,2015-10-31,20:30,Śląsk Wrocław,1–1,Lech Poznań,8499,Stadion Miejski,Marcin Borski,Match Report,
Regular Season,14,Mon,2015-11-02,18:00,Korona Kielce,0–1,Nieciecza,6543,Kolporter Arena,Bartosz Frankowski,Match Report,
Regular Season,14,Mon,2015-11-02,20:30,Podbeskidzie,1–1,Jagiellonia,3528,Stadion Miejski BKS Stal,Paweł Gil,Match Report,
,,,,,,,,,,,,
Regular Season,15,Fri,2015-11-06,18:00,Zagłębie Lubin,1–3,Wisła Kraków,4716,Stadion Zagłębia Lubin,Paweł Raczkowski,Match Report,
Regular Season,15,Fri,2015-11-06,20:30,Cracovia,4–1,Śląsk Wrocław,6438,Stadion Cracovii,Tomasz Kwiatkowski,Match Report,
Regular Season,15,Sat,2015-11-07,15:30,Nieciecza,0–2,Podbeskidzie,1367,Stadion MOSiR,Krzysztof Jakubik,Match Report,
Regular Season,15,Sat,2015-11-07,18:00,Ruch Chorzów,3–2,Lechia Gdańsk,6829,Stadion Miejski ul. Cicha,Paweł Gil,Match Report,
Regular Season,15,Sat,2015-11-07,20:30,Jagiellonia,0–2,Piast Gliwice,8532,Stadion Miejski,Bartosz Frankowski,Match Report,
Regular Season,15,Sun,2015-11-08,15:30,Lech Poznań,3–1,Górnik Łęczna,23197,INEA stadion,Szymon Marciniak,Match Report,
Regular Season,15,Sun,2015-11-08,15:30,Górnik Zabrze,0–1,Korona Kielce,6498,Stadion im. Ernesta Pohla,Jarosław Przybył,Match Report,
Regular Season,15,Sun,2015-11-08,18:00,Legia Warsaw,1–0,Pogoń Szczecin,14880,Stadion Miejski Legii Warszawa im. Marsz...,Tomasz Musiał,Match Report,
,,,,,,,,,,,,
Regular Season,16,Fri,2015-11-20,18:00,Nieciecza,3–5,Piast Gliwice,2616,Stadion MOSiR,Daniel Stefański,Match Report,
Regular Season,16,Fri,2015-11-20,20:30,Górnik Zabrze,1–1,Wisła Kraków,6122,Stadion im. Ernesta Pohla,Paweł Gil,Match Report,
Regular Season,16,Sat,2015-11-21,15:30,Jagiellonia,1–0,Korona Kielce,7120,Stadion Miejski,Paweł Raczkowski,Match Report,
Regular Season,16,Sat,2015-11-21,18:00,Górnik Łęczna,0–3,Ruch Chorzów,3604,Stadion Górnik,Marcin Borski,Match Report,
Regular Season,16,Sat,2015-11-21,18:00,Legia Warsaw,1–0,Śląsk Wrocław,17875,Stadion Miejski Legii Warszawa im. Marsz...,Krzysztof Jakubik,Match Report,
Regular Season,16,Sun,2015-11-22,15:30,Podbeskidzie,1–2,Zagłębie Lubin,4078,Stadion Miejski BKS Stal,Szymon Marciniak,Match Report,
Regular Season,16,Sun,2015-11-22,18:00,Pogoń Szczecin,0–2,Lech Poznań,9234,Stadion Miejski im. Floriana Krygiera,Tomasz Kwiatkowski,Match Report,
Regular Season,16,Mon,2015-11-23,18:00,Cracovia,3–0,Lechia Gdańsk,6367,Stadion Cracovii,Bartosz Frankowski,Match Report,
,,,,,,,,,,,,
Regular Season,17,Fri,2015-11-27,18:00,Korona Kielce,0–2,Zagłębie Lubin,4331,Kolporter Arena,Mariusz Złotek,Match Report,
Regular Season,17,Fri,2015-11-27,20:30,Piast Gliwice,3–0,Ruch Chorzów,8073,Stadion Miejski,Szymon Marciniak,Match Report,
Regular Season,17,Sat,2015-11-28,15:30,Górnik Zabrze,1–1,Górnik Łęczna,4325,Stadion im. Ernesta Pohla,Jarosław Przybył,Match Report,
Regular Season,17,Sat,2015-11-28,20:30,Śląsk Wrocław,0–0,Pogoń Szczecin,5628,Stadion Miejski,Piotr Lasyk,Match Report,
Regular Season,17,Sun,2015-11-29,15:30,Podbeskidzie,2–2,Legia Warsaw,6368,Stadion Miejski BKS Stal,Bartosz Frankowski,Match Report,
Regular Season,17,Sun,2015-11-29,15:30,Lechia Gdańsk,0–1,Lech Poznań,14260,Stadion Energa Gdańsk,Krzysztof Jakubik,Match Report,
Regular Season,17,Sun,2015-11-29,18:00,Wisła Kraków,1–2,Cracovia,20094,Stadion Miejski im. Henryka Reymana,Tomasz Kwiatkowski,Match Report,
,,,,,,,,,,,,
Regular Season,18,Tue,2015-12-01,18:00,Nieciecza,1–1,Śląsk Wrocław,2106,Stadion MOSiR,Szymon Marciniak,Match Report,
Regular Season,18,Tue,2015-12-01,18:00,Ruch Chorzów,2–1,Korona Kielce,5316,Stadion Miejski ul. Cicha,Paweł Gil,Match Report,
Regular Season,18,Tue,2015-12-01,20:30,Zagłębie Lubin,0–2,Jagiellonia,3531,Stadion Zagłębia Lubin,Sebastian Krasny,Match Report,
Regular Season,18,Tue,2015-12-01,20:30,Górnik Zabrze,5–2,Piast Gliwice,5487,Stadion im. Ernesta Pohla,Paweł Raczkowski,Match Report,
Regular Season,18,Wed,2015-12-02,18:00,Legia Warsaw,2–1,Górnik Łęczna,8125,Stadion Miejski Legii Warszawa im. Marsz...,Mariusz Złotek,Match Report,
Regular Season,18,Wed,2015-12-02,18:00,Pogoń Szczecin,1–0,Lechia Gdańsk,3214,Stadion Miejski im. Floriana Krygiera,Tomasz Wajda,Match Report,
Regular Season,18,Wed,2015-12-02,20:30,Lech Poznań,2–0,Wisła Kraków,13279,INEA stadion,Daniel Stefański,Match Report,
Regular Season,18,Wed,2015-12-02,20:30,Cracovia,4–1,Podbeskidzie,6486,Stadion Cracovii,Jarosław Przybył,Match Report,
,,,,,,,,,,,,
Regular Season,19,Fri,2015-12-04,18:00,Zagłębie Lubin,2–0,Nieciecza,3531,Stadion Zagłębia Lubin,Bartosz Frankowski,Match Report,
Regular Season,19,Fri,2015-12-04,20:30,Jagiellonia,2–3,Górnik Zabrze,6734,Stadion Miejski,Tomasz Kwiatkowski,Match Report,
Regular Season,19,Sat,2015-12-05,15:30,Korona Kielce,0–1,Lech Poznań,6780,Kolporter Arena,Szymon Marciniak,Match Report,
Regular Season,19,Sat,2015-12-05,18:00,Piast Gliwice,2–2,Cracovia,6006,Stadion Miejski,Paweł Gil,Match Report,
Regular Season,19,Sat,2015-12-05,18:00,Podbeskidzie,1–1,Ruch Chorzów,5372,Stadion Miejski BKS Stal,Paweł Raczkowski,Match Report,
Regular Season,19,Sun,2015-12-06,15:30,Lechia Gdańsk,1–0,Śląsk Wrocław,8827,Stadion Energa Gdańsk,Marcin Borski,Match Report,
Regular Season,19,Sun,2015-12-06,18:00,Wisła Kraków,0–2,Legia Warsaw,20100,Stadion Miejski im. Henryka Reymana,Jarosław Przybył,Match Report,
Regular Season,19,Mon,2015-12-07,18:00,Górnik Łęczna,2–3,Pogoń Szczecin,3479,Stadion Górnik,Daniel Stefański,Match Report,
,,,,,,,,,,,,
Regular Season,20,Fri,2015-12-11,18:00,Śląsk Wrocław,2–1,Górnik Łęczna,4282,Stadion Miejski,Tomasz Musiał,Match Report,
Regular Season,20,Fri,2015-12-11,20:30,Ruch Chorzów,0–4,Jagiellonia,7225,Stadion Miejski ul. Cicha,Daniel Stefański,Match Report,
Regular Season,20,Sat,2015-12-12,15:30,Pogoń Szczecin,2–0,Podbeskidzie,3562,Stadion Miejski im. Floriana Krygiera,Marcin Borski,Match Report,
Regular Season,20,Sat,2015-12-12,18:00,Lechia Gdańsk,2–0,Wisła Kraków,9527,Stadion Energa Gdańsk,Piotr Lasyk,Match Report,
Regular Season,20,Sat,2015-12-12,18:00,Górnik Zabrze,0–0,Nieciecza,8325,Stadion im. Ernesta Pohla,Jarosław Przybył,Match Report,
Regular Season,20,Sun,2015-12-13,15:30,Lech Poznań,2–0,Zagłębie Lubin,14562,INEA stadion,Paweł Raczkowski,Match Report,
Regular Season,20,Sun,2015-12-13,18:00,Legia Warsaw,1–1,Piast Gliwice,21191,Stadion Miejski Legii Warszawa im. Marsz...,Szymon Marciniak,Match Report,
Regular Season,20,Mon,2015-12-14,18:00,Cracovia,2–2,Korona Kielce,7834,Stadion Cracovii,Tomasz Kwiatkowski,Match Report,
,,,,,,,,,,,,
Regular Season,17,Wed,2015-12-16,18:00,Nieciecza,2–0,Jagiellonia,2848,Stadion MOSiR,Tomasz Musiał,Match Report,
,,,,,,,,,,,,
Regular Season,21,Fri,2015-12-18,18:00,Zagłębie Lubin,2–4,Górnik Zabrze,3782,Stadion Zagłębia Lubin,Paweł Gil,Match Report,
Regular Season,21,Fri,2015-12-18,20:30,Wisła Kraków,0–1,Pogoń Szczecin,8163,Stadion Miejski im. Henryka Reymana,Krzysztof Jakubik,Match Report,
Regular Season,21,Sat,2015-12-19,15:30,Nieciecza,0–1,Ruch Chorzów,2679,Stadion MOSiR,Tomasz Kwiatkowski,Match Report,
Regular Season,21,Sat,2015-12-19,18:00,Jagiellonia,2–2,Cracovia,7630,Stadion Miejski,Szymon Marciniak,Match Report,
Regular Season,21,Sat,2015-12-19,18:00,Górnik Łęczna,3–1,Lechia Gdańsk,3734,Stadion Górnik,Paweł Raczkowski,Match Report,
Regular Season,21,Sun,2015-12-20,15:30,Korona Kielce,1–3,Legia Warsaw,9136,Kolporter Arena,Daniel Stefański,Match Report,
Regular Season,21,Sun,2015-12-20,18:00,Piast Gliwice,2–0,Lech Poznań,7552,Stadion Miejski,Mariusz Złotek,Match Report,
Regular Season,21,Mon,2015-12-21,18:00,Podbeskidzie,0–1,Śląsk Wrocław,3543,Stadion Miejski BKS Stal,Jarosław Przybył,Match Report,
,,,,,,,,,,,,
Regular Season,22,Fri,2016-02-12,18:00,Ruch Chorzów,0–0,Zagłębie Lubin,7791,Stadion Miejski ul. Cicha,Krzysztof Jakubik,Match Report,
Regular Season,22,Fri,2016-02-12,20:30,Śląsk Wrocław,1–0,Wisła Kraków,13015,Stadion Miejski,Paweł Raczkowski,Match Report,
Regular Season,22,Sat,2016-02-13,15:30,Górnik Łęczna,0–0,Piast Gliwice,4251,Stadion Górnik,Szymon Marciniak,Match Report,
Regular Season,22,Sat,2016-02-13,18:00,Lechia Gdańsk,5–0,Podbeskidzie,9587,Stadion Energa Gdańsk,Daniel Stefański,Match Report,
Regular Season,22,Sat,2016-02-13,18:00,Cracovia,3–0,Górnik Zabrze,9106,Stadion Cracovii,Bartosz Frankowski,Match Report,
Regular Season,22,Sun,2016-02-14,15:30,Lech Poznań,5–2,Nieciecza,17148,INEA stadion,Paweł Gil,Match Report,
