Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,22,Sun,2016-02-14,18:00,Legia Warsaw,4–0,Jagiellonia,25675,Stadion Miejski Legii Warszawa im. Marsz...,Tomasz Musiał,Match Report,
Regular Season,22,Mon,2016-02-15,18:00,Pogoń Szczecin,3–2,Korona Kielce,5142,Stadion Miejski im. Floriana Krygiera,Jarosław Przybył,Match Report,
,,,,,,,,,,,,
Regular Season,23,Fri,2016-02-19,18:00,Jagiellonia,2–1,Śląsk Wrocław,8100,Stadion Miejski,Bartosz Frankowski,Match Report,
Regular Season,23,Fri,2016-02-19,20:30,Piast Gliwice,0–0,Pogoń Szczecin,5164,Stadion Miejski,Paweł Gil,Match Report,
Regular Season,23,Sat,2016-02-20,15:30,Korona Kielce,4–2,Lechia Gdańsk,5103,Kolporter Arena,Tomasz Musiał,Match Report,
Regular Season,23,Sat,2016-02-20,18:00,Podbeskidzie,4–1,Lech Poznań,5012,Stadion Miejski BKS Stal,Paweł Raczkowski,Match Report,
Regular Season,23,Sat,2016-02-20,18:00,Nieciecza,1–1,Cracovia,4595,Stadion MOSiR,Szymon Marciniak,Match Report,
Regular Season,23,Sun,2016-02-21,15:30,Zagłębie Lubin,1–2,Legia Warsaw,8858,Stadion Zagłębia Lubin,Mariusz Złotek,Match Report,
Regular Season,23,Sun,2016-02-21,18:00,Górnik Zabrze,0–2,Ruch Chorzów,24563,Stadion im. Ernesta Pohla,Tomasz Kwiatkowski,Match Report,
Regular Season,23,Mon,2016-02-22,18:00,Wisła Kraków,1–1,Górnik Łęczna,9110,Stadion Miejski im. Henryka Reymana,Jarosław Przybył,Match Report,
,,,,,,,,,,,,
Regular Season,24,Fri,2016-02-26,18:00,Śląsk Wrocław,0–0,Górnik Zabrze,5934,Stadion Miejski,Szymon Marciniak,Match Report,
Regular Season,24,Fri,2016-02-26,20:30,Cracovia,1–2,Zagłębie Lubin,8605,Stadion Cracovii,Paweł Raczkowski,Match Report,
Regular Season,24,Sat,2016-02-27,15:30,Górnik Łęczna,3–2,Korona Kielce,3833,Stadion Górnik,Daniel Stefański,Match Report,
Regular Season,24,Sat,2016-02-27,18:00,Lechia Gdańsk,3–1,Piast Gliwice,8605,Stadion Energa Gdańsk,Bartosz Frankowski,Match Report,
Regular Season,24,Sat,2016-02-27,20:30,Wisła Kraków,1–2,Podbeskidzie,10057,Stadion Miejski im. Henryka Reymana,Tomasz Kwiatkowski,Match Report,
Regular Season,24,Sun,2016-02-28,15:30,Pogoń Szczecin,1–1,Nieciecza,6348,Stadion Miejski im. Floriana Krygiera,Krzysztof Jakubik,Match Report,
Regular Season,24,Sun,2016-02-28,15:30,Lech Poznań,0–2,Jagiellonia,14366,INEA stadion,Mariusz Złotek,Match Report,
Regular Season,24,Sun,2016-02-28,18:00,Legia Warsaw,2–0,Ruch Chorzów,24021,Stadion Miejski Legii Warszawa im. Marsz...,Paweł Gil,Match Report,
,,,,,,,,,,,,
Regular Season,25,Tue,2016-03-01,18:00,Podbeskidzie,2–0,Górnik Łęczna,3829,Stadion Miejski BKS Stal,Tomasz Musiał,Match Report,
Regular Season,25,Tue,2016-03-01,20:30,Zagłębie Lubin,1–0,Lechia Gdańsk,3049,Stadion Zagłębia Lubin,Szymon Marciniak,Match Report,
Regular Season,25,Wed,2016-03-02,18:00,Nieciecza,3–0,Legia Warsaw,4595,Stadion MOSiR,Bartosz Frankowski,Match Report,
Regular Season,25,Wed,2016-03-02,18:00,Ruch Chorzów,2–3,Cracovia,6701,Stadion Miejski ul. Cicha,Tomasz Kwiatkowski,Match Report,
Regular Season,25,Wed,2016-03-02,20:30,Jagiellonia,0–0,Pogoń Szczecin,6887,Stadion Miejski,Daniel Stefański,Match Report,
Regular Season,25,Wed,2016-03-02,20:30,Górnik Zabrze,0–2,Lech Poznań,12453,Arena Zabrze,Krzysztof Jakubik,Match Report,
,,,,,,,,,,,,
Regular Season,26,Fri,2016-03-04,18:00,Podbeskidzie,1–1,Korona Kielce,4652,Stadion Miejski BKS Stal,Paweł Gil,Match Report,
Regular Season,26,Fri,2016-03-04,20:30,Wisła Kraków,1–1,Piast Gliwice,10082,Stadion Miejski im. Henryka Reymana,Szymon Marciniak,Match Report,
Regular Season,26,Sat,2016-03-05,15:30,Górnik Łęczna,1–2,Nieciecza,3809,Stadion Górnik,Paweł Raczkowski,Match Report,
Regular Season,26,Sat,2016-03-05,18:00,Śląsk Wrocław,0–2,Zagłębie Lubin,12443,Stadion Miejski,Tomasz Musiał,Match Report,
Regular Season,26,Sat,2016-03-05,20:30,Legia Warsaw,3–1,Górnik Zabrze,23358,Stadion Miejski Legii Warszawa im. Marsz...,Jarosław Przybył,Match Report,
Regular Season,26,Sun,2016-03-06,15:30,Lechia Gdańsk,5–1,Jagiellonia,11411,Stadion Energa Gdańsk,Mariusz Złotek,Match Report,
Regular Season,26,Sun,2016-03-06,18:00,Lech Poznań,2–1,Cracovia,24813,INEA stadion,Daniel Stefański,Match Report,
Regular Season,26,Mon,2016-03-07,18:00,Pogoń Szczecin,2–3,Ruch Chorzów,4345,Stadion Miejski im. Floriana Krygiera,Bartosz Frankowski,Match Report,
,,,,,,,,,,,,
Regular Season,25,Tue,2016-03-08,18:00,Piast Gliwice,1–0,Śląsk Wrocław,4510,Stadion Miejski,Jarosław Przybył,Match Report,
Regular Season,25,Tue,2016-03-08,18:00,Korona Kielce,1–1,Wisła Kraków,8531,Kolporter Arena,Paweł Raczkowski,Match Report,
,,,,,,,,,,,,
Regular Season,27,Fri,2016-03-11,18:00,Korona Kielce,2–2,Śląsk Wrocław,5459,Kolporter Arena,Paweł Gil,Match Report,
Regular Season,27,Fri,2016-03-11,20:30,Piast Gliwice,3–2,Podbeskidzie,4584,Stadion Miejski,Tomasz Musiał,Match Report,
Regular Season,27,Sat,2016-03-12,15:30,Jagiellonia,1–0,Górnik Łęczna,8516,Stadion Miejski,Tomasz Kwiatkowski,Match Report,
Regular Season,27,Sat,2016-03-12,18:00,Cracovia,1–2,Legia Warsaw,14000,Stadion Cracovii,Bartosz Frankowski,Match Report,
Regular Season,27,Sat,2016-03-12,20:30,Ruch Chorzów,1–3,Lech Poznań,9000,Stadion Miejski ul. Cicha,Szymon Marciniak,Match Report,
Regular Season,27,Sun,2016-03-13,15:30,Zagłębie Lubin,1–1,Pogoń Szczecin,5275,Stadion Zagłębia Lubin,Paweł Raczkowski,Match Report,
Regular Season,27,Sun,2016-03-13,18:00,Górnik Zabrze,1–1,Lechia Gdańsk,12586,Arena Zabrze,Mariusz Złotek,Match Report,
Regular Season,27,Mon,2016-03-14,18:00,Nieciecza,2–4,Wisła Kraków,4595,Stadion Bruk-Bet,Daniel Stefański,Match Report,
,,,,,,,,,,,,
Regular Season,28,Fri,2016-03-18,18:00,Korona Kielce,1–1,Piast Gliwice,5796,Kolporter Arena,Tomasz Musiał,Match Report,
Regular Season,28,Fri,2016-03-18,20:30,Wisła Kraków,5–1,Jagiellonia,11564,Stadion Miejski im. Henryka Reymana,Paweł Raczkowski,Match Report,
Regular Season,28,Sat,2016-03-19,15:30,Podbeskidzie,0–0,Górnik Zabrze,6222,Stadion Miejski BKS Stal,Bartosz Frankowski,Match Report,
Regular Season,28,Sat,2016-03-19,18:00,Śląsk Wrocław,0–0,Ruch Chorzów,7430,Stadion Miejski,Jarosław Przybył,Match Report,
Regular Season,28,Sat,2016-03-19,20:30,Lech Poznań,0–2,Legia Warsaw,41567,INEA stadion,Szymon Marciniak,Match Report,
Regular Season,28,Sun,2016-03-20,15:30,Lechia Gdańsk,1–1,Nieciecza,12223,Stadion Energa Gdańsk,Krzysztof Jakubik,Match Report,
Regular Season,28,Sun,2016-03-20,15:30,Górnik Łęczna,0–2,Zagłębie Lubin,3011,Stadion Górnik,Daniel Stefański,Match Report,
Regular Season,28,Sun,2016-03-20,18:00,Pogoń Szczecin,2–2,Cracovia,8115,Stadion Miejski im. Floriana Krygiera,Tomasz Kwiatkowski,Match Report,
,,,,,,,,,,,,
Regular Season,29,Fri,2016-04-01,18:00,Górnik Zabrze,1–1,Pogoń Szczecin,11885,Arena Zabrze,Szymon Marciniak,Match Report,
Regular Season,29,Fri,2016-04-01,20:30,Lech Poznań,0–1,Śląsk Wrocław,17697,INEA stadion,Tomasz Kwiatkowski,Match Report,
Regular Season,29,Sat,2016-04-02,15:30,Nieciecza,0–1,Korona Kielce,4595,Stadion Bruk-Bet,Tomasz Musiał,Match Report,
Regular Season,29,Sat,2016-04-02,18:00,Cracovia,0–0,Górnik Łęczna,8091,Stadion Cracovii,Jarosław Przybył,Match Report,
Regular Season,29,Sat,2016-04-02,20:30,Legia Warsaw,1–1,Lechia Gdańsk,28131,Stadion Miejski Legii Warszawa im. Marsz...,Daniel Stefański,Match Report,
Regular Season,29,Sun,2016-04-03,15:30,Zagłębie Lubin,4–1,Piast Gliwice,6874,Stadion Zagłębia Lubin,Hiroyuki Kimura,Match Report,
Regular Season,29,Sun,2016-04-03,18:00,Ruch Chorzów,2–3,Wisła Kraków,9300,Stadion Miejski ul. Cicha,Paweł Raczkowski,Match Report,
Regular Season,29,Mon,2016-04-04,18:00,Jagiellonia,0–3,Podbeskidzie,10132,Stadion Miejski,Krzysztof Jakubik,Match Report,
,,,,,,,,,,,,
Regular Season,30,Sat,2016-04-09,18:00,Lechia Gdańsk,2–0,Ruch Chorzów,19368,Stadion Energa Gdańsk,Szymon Marciniak,Match Report,
Regular Season,30,Sat,2016-04-09,18:00,Piast Gliwice,2–0,Jagiellonia,5431,Stadion Miejski,Tomasz Kwiatkowski,Match Report,
Regular Season,30,Sat,2016-04-09,18:00,Korona Kielce,2–1,Górnik Zabrze,8467,Kolporter Arena,Paweł Raczkowski,Match Report,
Regular Season,30,Sat,2016-04-09,18:00,Górnik Łęczna,0–1,Lech Poznań,6247,Stadion Górnik,Krzysztof Jakubik,Match Report,
Regular Season,30,Sat,2016-04-09,18:00,Wisła Kraków,1–1,Zagłębie Lubin,23079,Stadion Miejski im. Henryka Reymana,Daniel Stefański,Match Report,
Regular Season,30,Sat,2016-04-09,18:00,Pogoń Szczecin,0–0,Legia Warsaw,14348,Stadion Miejski im. Floriana Krygiera,Piotr Lasyk,Match Report,
Regular Season,30,Sat,2016-04-09,18:00,Śląsk Wrocław,2–1,Cracovia,9347,Stadion Miejski,Hiroyuki Kimura,Match Report,
Regular Season,30,Sat,2016-04-09,18:00,Podbeskidzie,2–0,Nieciecza,6900,Stadion Miejski BKS Stal,Jarosław Przybył,Match Report,
,,,,,,,,,,,,
Championship round,31,Fri,2016-04-15,18:00,Pogoń Szczecin,1–1,Ruch Chorzów,4568,Stadion Miejski im. Floriana Krygiera,Szymon Marciniak,Match Report,
Championship round,31,Fri,2016-04-15,20:30,Legia Warsaw,1–0,Lech Poznań,28286,Stadion Miejski Legii Warszawa im. Marsz...,Daniel Stefański,Match Report,
Relegation round,31,Sat,2016-04-16,15:30,Korona Kielce,1–1,Śląsk Wrocław,6251,Kolporter Arena,Bartosz Frankowski,Match Report,
Championship round,31,Sat,2016-04-16,18:00,Zagłębie Lubin,1–2,Lechia Gdańsk,6469,Olympia,Mohammed Al Hakim,Match Report,
Championship round,31,Sat,2016-04-16,20:30,Piast Gliwice,1–1,Cracovia,5644,Stadion Miejski,Paweł Raczkowski,Match Report,
Relegation round,31,Sun,2016-04-17,15:30,Jagiellonia,2–0,Górnik Łęczna,8123,Stadion Miejski,Jarosław Przybył,Match Report,
Relegation round,31,Sun,2016-04-17,15:30,Podbeskidzie,0–1,Nieciecza,4799,Stadion Miejski ul. Cicha,Krzysztof Jakubik,Match Report,
Relegation round,31,Sun,2016-04-17,18:00,Wisła Kraków,3–1,Górnik Zabrze,10471,Stadion Miejski im. Henryka Reymana,Tomasz Kwiatkowski,Match Report,
,,,,,,,,,,,,
Championship round,32,Tue,2016-04-19,18:00,Cracovia,1–0,Zagłębie Lubin,6708,Stadion Cracovii,Daniel Stefański,Match Report,
Championship round,32,Tue,2016-04-19,18:00,Lech Poznań,2–2,Piast Gliwice,10289,INEA stadion,Bartosz Frankowski,Match Report,
Championship round,32,Tue,2016-04-19,20:30,Lechia Gdańsk,2–0,Pogoń Szczecin,10181,Stadion Energa Gdańsk,Paweł Gil,Match Report,
Championship round,32,Tue,2016-04-19,20:30,Ruch Chorzów,0–0,Legia Warsaw,8300,Stadion Miejski ul. Cicha,Sebastian Krasny,Match Report,
Relegation round,32,Wed,2016-04-20,18:00,Nieciecza,0–0,Korona Kielce,2331,Stadion Bruk-Bet,Tomasz Kwiatkowski,Match Report,
Relegation round,32,Wed,2016-04-20,18:00,Górnik Łęczna,0–3,Wisła Kraków,3632,Stadion Górnik,Tomasz Wajda,Match Report,
Relegation round,32,Wed,2016-04-20,20:30,Górnik Zabrze,1–0,Podbeskidzie,7968,Arena Zabrze,Mariusz Złotek,Match Report,
Relegation round,32,Wed,2016-04-20,20:30,Śląsk Wrocław,3–1,Jagiellonia,6504,Stadion Miejski,Piotr Lasyk,Match Report,
,,,,,,,,,,,,
Championship round,33,Fri,2016-04-22,18:00,Zagłębie Lubin,4–1,Ruch Chorzów,5429,Stadion Zagłębia Lubin,Paweł Raczkowski,Match Report,
Championship round,33,Fri,2016-04-22,20:30,Legia Warsaw,4–0,Cracovia,24061,Stadion Miejski Legii Warszawa im. Marsz...,Jarosław Przybył,Match Report,
Relegation round,33,Sat,2016-04-23,15:30,Korona Kielce,1–1,Górnik Łęczna,4503,Kolporter Arena,Szymon Marciniak,Match Report,
Relegation round,33,Sat,2016-04-23,18:00,Podbeskidzie,1–2,Śląsk Wrocław,5783,Stadion Miejski ul. Cicha,Bartosz Frankowski,Match Report,
Championship round,33,Sat,2016-04-23,20:30,Pogoń Szczecin,1–0,Lech Poznań,7754,Stadion Miejski im. Floriana Krygiera,Daniel Stefański,Match Report,
Relegation round,33,Sun,2016-04-24,15:30,Jagiellonia,0–0,Górnik Zabrze,8573,Stadion Miejski,Tomasz Musiał,Match Report,
Championship round,33,Sun,2016-04-24,18:00,Piast Gliwice,3–0,Lechia Gdańsk,6407,Stadion Miejski,Krzysztof Jakubik,Match Report,
Relegation round,33,Mon,2016-04-25,18:00,Wisła Kraków,2–2,Nieciecza,9274,Stadion Miejski im. Henryka Reymana,Paweł Gil,Match Report,
,,,,,,,,,,,,
Championship round,34,Thu,2016-04-28,18:00,Lech Poznań,0–0,Lechia Gdańsk,10770,INEA stadion,Jarosław Przybył,Match Report,
Championship round,34,Thu,2016-04-28,18:00,Zagłębie Lubin,2–0,Legia Warsaw,9015,Stadion Zagłębia Lubin,Bartosz Frankowski,Match Report,
Relegation round,34,Fri,2016-04-29,18:00,Górnik Zabrze,2–1,Śląsk Wrocław,13576,Arena Zabrze,Paweł Gil,Match Report,
Championship round,34,Fri,2016-04-29,20:30,Ruch Chorzów,0–1,Cracovia,6120,Stadion Miejski ul. Cicha,Tomasz Kwiatkowski,Match Report,
Relegation round,34,Sat,2016-04-30,18:00,Nieciecza,0–2,Górnik Łęczna,3127,Stadion Bruk-Bet,Krzysztof Jakubik,Match Report,
Relegation round,34,Sat,2016-04-30,20:30,Korona Kielce,3–2,Wisła Kraków,6479,Kolporter Arena,Piotr Lasyk,Match Report,
Relegation round,34,Sun,2016-05-01,15:30,Jagiellonia,3–2,Podbeskidzie,7456,Stadion Miejski,Daniel Stefański,Match Report,
Championship round,34,Sun,2016-05-01,18:00,Piast Gliwice,2–1,Pogoń Szczecin,8169,Stadion Miejski,Sebastian Krasny,Match Report,
,,,,,,,,,,,,
Relegation round,35,Fri,2016-05-06,18:00,Podbeskidzie,1–1,Korona Kielce,5888,Stadion Miejski BKS Stal,Tomasz Kwiatkowski,Match Report,
Relegation round,35,Fri,2016-05-06,20:30,Wisła Kraków,1–0,Jagiellonia,10565,Stadion Miejski im. Henryka Reymana,Jarosław Przybył,Match Report,
Relegation round,35,Sat,2016-05-07,15:30,Śląsk Wrocław,2–1,Nieciecza,11397,Stadion Miejski,Tomasz Musiał,Match Report,
Relegation round,35,Sat,2016-05-07,18:00,Górnik Łęczna,0–0,Górnik Zabrze,5415,Stadion Górnik,Paweł Raczkowski,Match Report,
Championship round,35,Sat,2016-05-07,20:30,Lechia Gdańsk,2–1,Ruch Chorzów,13005,Stadion Energa Gdańsk,Daniel Stefański,Match Report,
Championship round,35,Sun,2016-05-08,15:30,Pogoń Szczecin,1–3,Zagłębie Lubin,6523,Stadion Miejski im. Floriana Krygiera,Paweł Gil,Match Report,
Championship round,35,Sun,2016-05-08,15:30,Cracovia,2–0,Lech Poznań,10586,Stadion Cracovii,Krzysztof Jakubik,Match Report,
Championship round,35,Sun,2016-05-08,18:00,Legia Warsaw,4–0,Piast Gliwice,29245,Stadion Miejski Legii Warszawa im. Marsz...,Szymon Marciniak,Match Report,
,,,,,,,,,,,,
Relegation round,36,Tue,2016-05-10,20:30,Górnik Zabrze,0–0,Korona Kielce,18321,Arena Zabrze,Paweł Raczkowski,Match Report,
Relegation round,36,Tue,2016-05-10,20:30,Wisła Kraków,1–1,Śląsk Wrocław,10398,Stadion Miejski im. Henryka Reymana,Łukasz Bednarek,Match Report,
Relegation round,36,Tue,2016-05-10,20:30,Górnik Łęczna,5–1,Podbeskidzie,4056,Stadion Górnik,Tomasz Kwiatkowski,Match Report,
Relegation round,36,Tue,2016-05-10,20:30,Jagiellonia,0–1,Nieciecza,9387,Stadion Miejski,Daniel Stefański,Match Report,
Championship round,36,Wed,2016-05-11,20:30,Zagłębie Lubin,3–0,Lech Poznań,9489,Stadion Zagłębia Lubin,Szymon Marciniak,Match Report,
Championship round,36,Wed,2016-05-11,20:30,Ruch Chorzów,0–3,Piast Gliwice,7403,Stadion Miejski ul. Cicha,Mariusz Złotek,Match Report,
Championship round,36,Wed,2016-05-11,20:30,Lechia Gdańsk,2–0,Legia Warsaw,7403,Stadion Energa Gdańsk,Tomasz Musiał,Match Report,
Championship round,36,Wed,2016-05-11,20:30,Pogoń Szczecin,3–2,Cracovia,5073,Stadion Miejski im. Floriana Krygiera,Krzysztof Jakubik,Match Report,
,,,,,,,,,,,,
Relegation round,37,Sat,2016-05-14,15:30,Korona Kielce,1–3,Jagiellonia,6313,Kolporter Arena,Sebastian Krasny,Match Report,
Relegation round,37,Sat,2016-05-14,15:30,Nieciecza,1–1,Górnik Zabrze,4397,Stadion Bruk-Bet,Tomasz Kwiatkowski,Match Report,
Relegation round,37,Sat,2016-05-14,15:30,Podbeskidzie,3–4,Wisła Kraków,5650,Stadion Miejski BKS Stal,Marek Opaliński,Match Report,
Relegation round,37,Sat,2016-05-14,15:30,Śląsk Wrocław,3–2,Górnik Łęczna,13570,Stadion Miejski,Paweł Raczkowski,Match Report,
Championship round,37,Sun,2016-05-15,18:00,Piast Gliwice,0–1,Zagłębie Lubin,9523,Stadion Miejski,Tomasz Musiał,Match Report,
Championship round,37,Sun,2016-05-15,18:00,Lech Poznań,3–0,Ruch Chorzów,11319,INEA stadion,Marcin Borski,Match Report,
Championship round,37,Sun,2016-05-15,18:00,Legia Warsaw,3–0,Pogoń Szczecin,29381,Stadion Miejski Legii Warszawa im. Marsz...,Daniel Stefański,Match Report,
Championship round,37,Sun,2016-05-15,18:00,Cracovia,2–0,Lechia Gdańsk,12359,Stadion Cracovii,Szymon Marciniak,Match Report,
